,L1_L2,L2_L3,L3_L4,L4_L5,L5_L6,L6_WM,is_man_gene
AL359081.1,,,,,,,False
AL954650.1,,,,,,,False
RGS18,0.4430790534892276,0.4862833506593368,0.6031986861107157,0.49958654542724934,0.9936056170525469,0.5740175012941703,False
AL390957.1,0.19299640554468295,0.7816710283515041,0.37032702123978,0.27437335807610774,0.6635590796774826,0.15354399994650345,False
RGS21,,,,,,,False
AL136987.1,,,,,,,False
RGS1,0.6405959963443906,0.14245518142564514,0.3546396606238337,0.29035331092061506,0.7812653032199011,9.423098823268368e-12,False
RGS13,,0.6226699595406984,0.6053488023649988,,0.31476266151965326,0.31320787933569727,False
AL136454.1,0.18307273277670125,0.32433615335827926,0.46166638577450037,0.33906023251598605,0.570242491124793,0.9899840041140463,False
RGS2,1.8860675833826785e-06,0.6411225409124142,0.3889058566881397,0.9368439338293313,2.9332780465516105e-07,0.8103468285888779,False
UCHL5,2.0251382644487974e-09,0.2406711484190632,0.8349656164879763,0.5007481612615787,0.0004504361590969674,9.386383936985648e-05,False
TROVE2,0.5492551392168246,0.00938144185785453,0.3500023285984488,0.541305276456244,0.2874433657987491,1.0617219907880408e-06,False
GLRX2,2.578617427813256e-06,0.26724426918328187,8.951676912326291e-05,0.0073028001516524865,0.0005503204124767809,0.0006946096121762475,False
CDC73,0.0032526819565429238,0.19987939577874275,0.2620097172195361,0.4989449447927511,0.09291725233732016,0.51870384400998,False
B3GALT2,0.06601969482774775,0.0010482984996898809,0.9150707424768866,0.0004980869194812273,0.0033125237649395045,2.6041963486242876e-09,True
LINC01031,,,,,,,False
AL357793.1,,,,,,,False
AL357793.2,,,,,,,False
AL356272.1,,,,,,,False
AL513348.1,,,,,,,False
LINC01724,,,,,,,False
KCNT2,0.00012103678337515695,0.07222824294484868,0.03231474277599049,0.028941830738853626,0.5906450311677252,0.0018554773438852947,False
CFH,0.5183699534433246,0.21659839064891465,0.30764167442254053,0.19467046133033836,0.31290626889242207,0.5060830447052201,False
CFHR3,,,,,,,False
BX248415.1,,,,,,,False
CFHR1,,,,0.5285655617472308,0.3202508507392386,0.32180426724937844,False
CFHR4,,,,,,,False
CFHR2,,,,,,,False
CFHR5,,,,,,,False
F13B,,,,,,,False
ASPM,0.2884044407940962,0.9110168254941371,0.8122361139945777,0.4477981408585856,0.29233461941320865,0.2356535690793851,False
ZBTB41,4.25114771517315e-06,0.8013862110349388,0.821958635386868,0.5580214873806852,0.003666095085129219,0.6889798813859658,False
CRB1,0.022215319196493187,0.2903164264585043,0.9773053419314217,0.6981135896438897,0.039151231484084,0.050210405352121734,False
AL136322.1,,,,,,,False
DENND1B,0.006736844196998286,0.3205685236845108,0.8087320886262794,0.3120628925162975,0.5994274464911531,0.0007983912308266865,False
AL365258.1,,,,,,,False
C1orf53,0.1048440723642444,0.4027202541267082,0.4488441737880836,0.2606106412602053,0.004563221434183162,0.848473901158924,False
LHX9,0.1929964287278658,0.042203303956275064,,,,,False
NEK7,0.11268288615137155,0.03318248827487342,0.7392355741521477,0.4415523093721593,0.1092592362803911,1.4169483051969825e-09,False
ATP6V1G3,,,,,,,False
AL157402.1,,,,,,,False
PTPRC,0.9175052495930145,0.8989580191462195,0.4876508423397439,0.4925496984273582,0.8360750995907349,0.024786229948251668,False
AL157402.2,,,,,,,False
MIR181A1HG,0.19299640554468295,0.04220329323882637,,,,0.32180426724937844,False
AC096631.1,,,,,,,False
LINC01222,,,,,,,False
LINC01221,,,,,,,False
AC099673.1,,,,,,,False
NR5A2,,0.6226699408341148,0.6053487829640927,0.5285656064433738,0.9936056175161209,0.9899840041140463,False
LINC00862,0.4430790534892276,,,,,0.321804284846573,False
AC097065.2,,,,,,,False
AC104461.1,,,,,0.3147627479609122,0.31320796577299975,False
ZNF281,4.8686080082320876e-06,0.5069004884996894,0.263704409583374,0.03811589556688018,0.0023642064344130726,0.0016595801118693741,False
AL359834.1,,,,,,,False
KIF14,,0.4862833271919158,0.03261040697474349,0.11720647904297912,0.5702425141114322,0.1856200271151585,False
DDX59,0.002173949612444757,0.46174258552790814,0.5535968315952644,0.8051093843769224,0.18471536671147132,0.11565386928749273,False
AL445483.1,0.49734115793752687,0.956807215860962,0.8168463740336754,0.5591031587693717,0.47514700613028127,0.8212637068633475,False
CAMSAP2,5.715470319604878e-21,0.7698669635300448,0.2557195924196147,0.6681566706642073,1.770332942260376e-05,1.35560079969357e-07,False
GPR25,,,,,,,False
INAVA,0.5923524474704034,0.9688480737928371,0.14251239516748174,0.27437335807610774,0.08477125730172323,0.014924927182954255,False
KIF21B,5.764823420332282e-08,0.6901187996655596,0.5154342268276328,0.8229493572295445,3.934309568439398e-09,0.19432366041025276,False
AL358473.1,0.19299640554468295,0.7816710340879927,0.37032703842912085,0.5285655617472308,0.993605617169419,0.5740174967275408,False
AL358473.2,,,,,,,False
CACNA1S,0.892910651945688,0.7816710255795929,0.37032702123978,0.3724730316864524,0.1595758403648018,,False
ASCL5,0.7054645435352158,0.4209435890400375,0.726980946476605,0.33906023251598605,0.570242491124793,0.31320787933569727,False
TMEM9,1.0982933657093936e-13,0.4541045679768655,0.7982873664648468,0.03225511283413732,0.001317924187616663,4.547726550803395e-05,False
IGFN1,0.8486330582117236,0.3921486953597082,0.3006904374701942,0.3724730316864524,0.1595758403648018,0.16091916020594674,False
AC103925.1,,,,,,,False
PKP1,0.5923524281184798,0.6429401741280452,0.7166139719531104,0.4163728912161455,0.7942569355571328,0.3066913213836113,False
TNNT2,0.04176706522516599,0.08771731453508036,0.06352577148149513,2.3622033732952546e-05,7.207186252556071e-05,0.7479966535800778,False
LAD1,0.40165659158384726,0.4764259292826657,0.5740931554340691,0.8427494407285049,0.2269097728362624,0.5131063604636602,False
AC119427.1,,,,,,,False
TNNI1,0.19299640554468295,0.2765822535143317,0.6053487829640927,0.5285655617472308,0.3202508507392386,,False
PHLDA3,0.03680504698466023,0.0021622407101695843,0.5580007196207525,0.0460655250596205,0.05416131245603429,9.335491986268727e-05,False
CSRP1,2.426826502413789e-07,0.19926485733476448,0.005174658727490981,0.004279228047873979,0.4228844948705375,1.29918860154482e-74,False
AC096677.1,0.892475116066723,0.9688480731405047,0.6430090883996353,0.18594807539370609,0.6452420996779127,0.047886081263649516,False
NAV1,0.016620933661919052,0.4319781001208355,0.004869652165805428,0.01964601788239282,0.00389155519472207,0.00016572724053309245,False
AC092800.1,,,,,,,False
IPO9-AS1,0.2884043975631039,0.6945914726645226,0.7860001252019919,0.5666686415534874,0.08477127233806796,0.16091917544921377,False
AL645504.1,,,,,,,False
IPO9,1.3057895201742397e-06,0.878249396822973,0.20375936135901784,0.5347865067744919,6.188972435707186e-05,0.9376547737450198,False
SHISA4,1.7651963123406383e-17,0.5887532305518497,0.018879542852275305,0.31513458035865644,7.853597995028283e-05,9.041958035724666e-07,False
AL513217.1,0.27919481743784624,0.3167625240503692,0.27253558810148165,0.0973398206382701,0.5419907291971632,0.024901667532041257,False
LMOD1,0.07723733039680993,0.8711412136702389,0.6660797187404228,0.8427494424559365,0.09040809807857786,0.45681927801154465,False
TIMM17A,5.535445583933076e-09,0.002812183778263205,0.1962442531945812,0.9172485476960165,1.8483594010198514e-05,2.9770034334618536e-09,False
RNPEP,0.00012532894669716293,0.03246453645492871,0.2647491858934479,0.07981031803465673,0.029203776768357878,0.7151641392478885,False
AC099676.1,,,,,,,False
ELF3-AS1,0.4430790736530349,0.39359024966622613,0.37032702123978,0.27437338126370864,0.08477127233806796,0.16091917544921377,False
ELF3,0.6201476033456276,0.39775670064412516,0.23372087717814516,0.9006067734007024,0.021117968353700122,0.004563557757085874,False
GPR37L1,1.673728808418138e-08,0.3753383857800281,0.22361667235621704,0.6025817448539741,3.3183387678076385e-08,0.0004094874044922294,False
ARL8A,2.5038621068387583e-10,0.07448342915192455,0.3689798867675401,0.9961935884113771,1.4574799715062399e-05,4.028292712649295e-06,False
PTPN7,0.4430790534892276,0.6226699221275281,0.3163191794117868,0.4995865376681138,0.5569772468269663,0.6687770970838002,False
LGR6,0.04615157518365645,0.8113537854747492,0.10498089316431361,0.3155151423589404,0.09792943551198863,0.42602607223139033,False
UBE2T,2.427395413681379e-05,0.2011476594514701,0.3629407043946392,0.636550285776013,0.005079563371644041,0.0335846111739308,False
PPP1R12B,5.344481137792445e-05,0.03592580631807959,0.8555665055765055,0.8334087262806738,0.1572209860879571,0.2018150632894164,False
SYT2,0.20167638064541746,0.0010739928608029625,4.074574158233151e-06,4.205579785116243e-05,4.350520706617408e-11,0.21510208834812328,True
AC104463.2,0.003401672365050647,0.014525599312784746,0.2540840311593515,0.11720647904297912,0.405582868964075,0.37978985919218455,False
AC104463.1,,,,,,,False
KDM5B,0.00031989714956389526,0.5232995469374113,0.8821305077443864,0.5559005114527056,0.3364808525923624,0.7263093447170106,False
AC098934.4,,,,,,,False
PCAT6,0.00032015735924165623,0.24052350843634296,0.9951768704166359,0.8055184246236876,0.3125327055757915,0.604891561075557,False
RABIF,0.03278543431713821,0.0017502641200310288,0.3526736191936617,0.8032073345311097,0.13869314119722997,0.09298525701030812,False
KLHL12,3.278530787148573e-06,0.4843220998867165,0.8700886586771043,0.4829260867067756,2.779613214426469e-07,0.6922041571480214,False
ADIPOR1,6.998421349466567e-07,0.7510944495764419,0.017654386182861997,0.134985666280916,0.000174520415852713,0.10462312512220644,False
CYB5R1,6.68606354705705e-06,0.2644757874879466,0.40317159238249844,0.21553638975405376,0.28760265832745713,0.5585736061908952,False
TMEM183A,5.31555923552449e-09,0.2913837269346221,0.8602140030285137,0.21680146628867697,1.4896362343527576e-09,0.050327669907478376,False
PPFIA4,1.8235892306507657e-07,0.6945335342172438,0.9097962348828886,0.14483980565416368,5.192178935421638e-08,0.0009656843044261246,False
MYOG,,0.6226699221275281,0.3163191794117868,0.11287734012723498,,,False
ADORA1,0.0010927813035328028,0.14054655270251595,0.9762603701544685,0.5376359500368304,0.02755723166193281,0.017400428136132483,False
AC105940.2,,,,0.5285655766459464,0.32025086822459337,,False
AC105940.1,,,,,,,False
MYBPH,,0.39359024966622613,0.37032702123978,,,,False
CHI3L1,0.0015218814776971634,0.2628432866976668,0.5650459448394181,0.3906362880345543,0.0015331582232222649,0.46551753607990465,False
CHIT1,0.09592708965933155,0.0516232907199538,0.9336422483527994,0.024767259106351306,,0.32180426724937844,False
LINC01353,0.19299640554468295,0.5759470544786047,0.5132406329591404,0.27437338126370864,0.08477127233806796,0.32180426724937844,False
LINC01136,,0.6226699408341148,0.6053487829640927,0.5285655617472308,0.3202508507392386,0.32180426724937844,False
BTG2,6.292667644205675e-05,0.029912264260284066,0.7587070442674309,0.8961501998530392,0.277773667451688,0.0002798502848625959,False
FMOD,0.026176992389301438,0.9146866949561973,0.08915029955744827,0.043626802617210934,0.03523631824862299,0.49496572015097073,False
PRELP,0.09875791902571664,0.2079432903704529,0.543320865318428,0.1469302103083014,6.21621361579115e-05,0.10833823132393615,False
OPTC,,,,,,,False
ATP2B4,3.083761626922235e-26,0.00799807602632782,8.162479970413013e-06,0.01036652095034137,0.0026563592694621514,0.17833093052560298,True
LAX1,,,,,,,False
ZC3H11A,,,,,,,False
ZBED6,,,,,,,False
SNRPE,5.6502766514312636e-05,0.10326233735196991,0.44714660283899954,0.28859886538891555,0.001523581697174494,0.00016762869177188298,False
LINC00303,,,,,,,False
SOX13,0.004540363155774174,0.10738088223606616,0.9515507482063776,0.601183553657787,0.16920504841233353,0.009677071976593378,False
AL592146.1,,,,,,,False
ETNK2,0.2985758717306073,0.27781437009452686,0.4099950606752746,0.6686818533023757,0.031868767386289736,0.14039763107846961,False
ERLNC1,,,,,,,False
REN,,,0.0530583229489642,0.11287734012723498,0.15486733836338548,0.5532393470760816,False
KISS1,0.4430790736530349,,0.0530583229489642,0.8514453719971752,0.5702424865274648,0.3132078620482331,False
GOLT1A,0.8486330608258328,0.6429401763075713,0.2682921507167766,0.037260182442021776,0.10516756485819473,0.9715140986947995,False
PLEKHA6,1.2393076458155153e-11,0.4007153572859693,0.0007189004736121217,0.3665423809059175,0.010479378393963356,0.028398502101811163,False
AL592114.3,,,,,,,False
LINC00628,,,,0.5285655766459464,0.9936056176277738,0.3132079311980824,False
AL606489.1,,,,,,,False
PPP1R15B,0.02082227534305796,0.47472017237215536,0.41686573736193155,0.5121406071590986,0.06079413188368734,0.09534019678319905,False
PIK3C2B,4.334488178604249e-05,0.25232615080721865,0.6299059710767583,0.54261253637403,0.11187733934960409,2.847546893036078e-07,False
MDM4,0.06055564091011434,0.6756723377455744,0.09879806198634464,0.01278337588398352,0.1208046984756954,0.23451323319707948,False
AL512306.3,,,,,,,False
LRRN2,8.950824610420023e-11,0.08611322632411936,0.1327948080914953,0.12052070699863303,0.18372902689266757,0.0027730591883816796,False
AL512306.2,0.4430790534892276,0.2269406710342277,0.20451661045114491,,0.15486733836338548,0.9858241510348101,False
AL161793.1,,,,,,,False
NFASC,0.0007187255928853349,0.011712464288309027,0.5536144008593455,0.8897876801699597,0.0010942638682087489,1.0960285062947292e-10,False
CNTN2,3.4979745686508886e-09,0.04440127822069419,0.0880491089872776,0.040728706158723475,0.008539762931096019,6.663588763658266e-72,False
TMEM81,0.06597423359400297,0.863105441636316,0.8245501416449273,0.639220194793638,0.5005559178411494,0.6109317759010989,False
RBBP5,0.000413588633037361,0.6196706078340642,0.08886766376405214,0.5870997900843367,0.3957661598137733,0.8545525498553319,False
DSTYK,2.306257703151048e-07,0.20984186027517732,0.020153944965025105,0.23340740689588518,0.00036528321259417343,0.14790309004557556,False
TMCC2,0.0051966249613496635,0.24202098397262004,0.014316674111972093,0.3341250161928637,6.535494291421151e-05,8.77897687509728e-05,False
AC093422.2,,,,,,,False
NUAK2,0.892475116066723,0.8369948175567931,0.55036991662498,0.8514453719971752,0.09119410399970508,0.7560281288965176,False
KLHDC8A,0.023281015788083337,0.7284102873041289,0.006770220530115255,0.23257125180400734,0.007817903105216404,0.3400690907568944,False
LEMD1-AS1,,,,,,,False
LEMD1,,,,0.5285655766459464,0.32025086822459337,0.321804284846573,False
BLACAT1,0.7054645446339864,0.6158738669845569,0.4885003220637987,0.9303343006423863,0.059216940390049475,0.16367924522637164,False
AC098936.1,,,,0.5285655766459464,0.32025086822459337,,False
CDK18,0.004197166262376414,0.27119892995860273,0.0030885948451090015,0.8672179577039062,3.045255914324399e-05,1.2183286944299406e-40,False
MFSD4A,3.993607040666991e-23,0.6192357757667084,0.03780433148520215,0.8946916475627836,4.0506010212067075e-08,3.726896957599281e-12,False
ELK4,0.0039136758101612715,0.2649541615599418,0.26280840111759873,0.7848045309939117,0.8349688773808671,0.04587201523710294,False
SLC45A3,0.0034016696608670225,0.6163615403607837,0.7584027936095001,0.9486735803026916,0.6801455873627,2.6350149148772736e-12,False
NUCKS1,6.483781422469509e-24,0.10027586641684683,0.39789811836453015,0.4184756812702868,2.074075681165912e-12,7.0289878052025185e-06,False
RAB29,0.011328048604901345,0.4841949345058789,0.15074718676098575,0.08829360237651275,0.6970270412917985,0.938097328943557,False
SLC41A1,0.0003105662071364023,0.2816934021031716,0.008070385067639959,0.00985436818226056,0.00016327812850303392,0.00634297019694294,False
PM20D1,,,,,,,False
SLC26A9,,,,,0.08127710838176758,0.49422202760494593,False
AL713965.1,,,,,,,False
RAB7B,0.016747809212475998,0.0017656634160041977,0.7259937449496288,0.9303343013753217,0.13501372849681495,0.00025934208036594694,False
CTSE,,,,,,,False
RHEX,,0.6226699595406984,0.31631920546743025,0.8781354387782345,0.32242911520838446,0.31320796577299975,False
AVPR1B,,,,,,,False
AC244035.1,,,,,,,False
AC244035.2,,,,,,,False
FAM72A,0.19299640554468295,0.6158738692916848,0.17033892155610086,0.20658277755994123,0.183249551244401,0.03547903149725942,False
SRGAP2,0.0023823372561408178,0.5506380674909527,0.804098764912756,0.2782776911302679,0.0005201579461768978,0.002365091612519703,False
IKBKE,0.74054048685012,0.6163615292094495,0.17006313679961912,0.8117300046456652,0.8966479788141246,0.12368141362030034,False
C1orf147,,,,,,,False
AC244034.2,,0.6226699595406984,0.6053488023649988,0.5285655915446609,0.3202508857099471,,False
RASSF5,0.0009720830539487422,0.392591970709084,0.6402218075364082,0.11360628896887655,0.017301366966163755,0.039327610607927735,False
EIF2D,0.45567061882728754,0.41543426689752205,0.099990942263555,0.06666484935422044,0.3212396435337747,0.022784018503274626,False
AL591846.2,,,,,,,False
DYRK3,0.43790583740686484,0.10694312779475981,0.6140894930843316,0.913465748327517,0.9830001927171116,0.7560281184123225,False
MAPKAPK2,0.5749948700739302,0.7059249360818215,0.03100623525945857,0.2759353700807257,0.11481672190575297,0.0008356345144291566,False
IL10,,,,0.5285655766459464,0.32025086822459337,,False
IL19,,,,,0.3147626960961606,0.989984004471989,False
IL20,0.9805749886962917,0.02204369564158204,0.15600596630338434,0.6773547924702605,0.5755325266784592,6.870905801501029e-07,False
IL24,,,,0.3724730316864524,0.1595758403648018,0.16091916020594674,False
FCMR,0.8147143616841324,0.514420776036298,0.14251239516748174,0.09407014473315387,0.7963892850369004,0.16579288070341516,False
PIGR,0.13210730617645305,0.4819757821971975,0.06225961260154025,0.1676438452087,0.0007392897236974165,0.010192877141957027,False
FCAMR,,0.6226699408341148,0.6053487829640927,,,,False
C1orf116,0.01839823973281618,0.0830719462980203,0.9322605658784446,0.827934607361476,0.7766389436231363,0.4629727409735125,False
PFKFB2,0.48254927346340615,0.5884622578956474,0.9743567330816904,0.449621629197974,0.006469653457382657,0.0012302628145868246,False
YOD1,1.4298570948734808e-05,0.1590048622307484,0.025200145976656586,0.3203362038204459,0.03308681027386387,0.26735574215980584,False
C4BPB,,0.4862833506593368,0.15600596630338434,0.14206934959533454,0.9936056177420363,0.3132079484855415,False
C4BPA,,,,,,,False
AL445493.3,0.1156265871518331,0.8451635194359823,0.7259937498983318,0.6875111679348033,0.033284988502075445,0.6687770789062438,False
AL445493.2,,,,,,,False
AL596218.1,,,,,,,False
CD55,0.06173027204113229,0.7872778426783537,0.7526484440436763,0.43757209940687825,0.4823517862311102,0.0013722539004486275,False
AL391597.1,,,,,,,False
CR2,,0.6226699034209389,0.6053487441622722,,0.17721424033414132,0.9849613374543674,False
CR1,,,,,0.31476266151965326,0.31320787933569727,False
AL137789.1,,,,,,,False
CR1L,,,,,,,False
AL137789.2,,,,,,,False
CD46,1.1519866319507864e-07,0.9079291044952397,0.31693525760889096,0.8829042817429946,0.010996799197884531,0.012083271725955929,False
MIR29B2CHG,1.203475285257318e-05,0.159421436113421,0.03976643251377863,0.1617352581359377,0.001699457034887548,0.5080924514489691,False
CD34,0.07909854550288559,0.779075300152433,0.7943781865492129,0.11987759831105742,0.8354769862349727,0.9520451070240699,False
AL356275.1,0.2875814749991441,0.29394289281192176,0.2045166267584157,0.20658277755994123,0.4214701858966492,0.15354399994650345,False
PLXNA2,1.9207368311659618e-11,0.31377569624042245,0.07285470599691353,0.6658171983568806,0.3464688925961623,1.61784504132779e-07,False
LINC01735,,,,,,,False
AC099793.1,,0.6226699408341148,0.6053487829640927,,,,False
LINC01717,,,,,,,False
LINC01774,,,,,,,False
AC092810.3,,0.4862833506593368,0.46471041583958106,,,,False
LINC01696,,,,,,,False
LINC01698,,,,,,,False
AL023754.1,,0.6226699221275281,0.6053487635631842,,,,False
CAMK1G,0.0009358710372169541,0.0006778797202621973,0.7776228870382774,0.01541800653274133,6.805887194586354e-08,1.0297941394499043e-05,False
LAMB3,0.003203680257712122,0.9482687080617369,0.044609628104767124,0.9741725359981328,0.012558905176206442,0.17827580420492423,False
AL031316.1,0.04615157712902987,0.577361637726378,0.23402625134085644,0.1523293796876338,0.3256403106614768,0.5075688332342112,False
G0S2,1.9494186863269034e-11,0.9790672034908788,0.0008009998717063496,0.8851121776756581,0.08812260957560748,0.039897728995222474,False
HSD11B1,0.0003201574743749518,0.43439518423408396,0.44476962447892887,0.3323709240234797,0.3779989213725855,0.9639078430483797,False
TRAF3IP3,0.18307273277670125,0.2269406542952356,0.6582427533564136,0.5212618838241247,0.7478828685737551,0.3320370082824792,False
C1orf74,0.20661313113966404,0.7440252113009715,0.3504231348938639,0.32002436676977025,0.9709241641353261,0.47520304813391123,False
IRF6,0.45701589163701417,0.5208250055535838,0.11965921284367675,0.15602329480736854,0.970958208606017,0.03400715141424501,False
UTP25,0.00021715344967357823,0.9755078873625966,0.10335036219165776,0.18452386785151312,0.0015383530392500855,0.4749337650321188,False
SYT14,0.08440905212558016,0.04664627004180825,0.456007935761794,0.04009644937451505,0.8774425080354495,0.8575381507732696,False
SERTAD4-AS1,0.10663530461399638,0.6044138051290783,0.6547396215518528,0.753716533470029,0.11333183878496343,0.00018645951612820591,False
SERTAD4,0.00047974810025399396,0.7937654242384025,0.9595095331124504,0.05475180633498409,0.18559402114096293,0.00046364355551211815,False
HHAT,0.17638336698294346,0.2542217946507058,0.6778464721531665,0.9009684780450189,0.34599035301258707,0.6238199004157587,False
KCNH1,1.3876705018963601e-09,0.3590329845494944,0.04672072132162803,0.17411355264746367,7.300435521586405e-06,0.0010898428666944932,False
AL590132.1,0.0924845305448751,0.34828292732546484,0.39491095934907383,0.09143287588056695,0.32242910221184395,0.9899840046541719,False
AC092017.3,,,,,,,False
RCOR3,1.4082724501080362e-07,0.3115353243912239,0.47419935840971517,0.9253916848146018,0.06720284753892675,0.8897413740170022,False
TRAF5,5.37820982125653e-09,0.0796206463578084,0.9707265824425733,0.1808023621010767,0.015852656524733066,0.3835041808183981,False
LINC00467,0.016020704727658854,0.23233855761688355,0.5462739963719514,0.3836336515160965,0.9150579300729926,0.020858940750299967,False
RD3,0.4430790938168401,,,,,,False
AC105275.1,,,,,,,False
SLC30A1,0.0003204372430580127,0.633826779914752,0.10178073927793763,0.6062886754678178,0.0019395501185323764,0.470235090690168,False
AL356310.1,0.19299640554468295,0.04220329323882637,,,,,False
LINC01693,,,,,,,False
NEK2,0.002354184595306414,0.11035094833085782,0.34079729704405004,0.881719114825208,0.05881879691345434,0.3699630584604796,False
AC096637.2,,,,0.5285655766459464,0.32025086822459337,,False
AC096637.1,,,,,,,False
LPGAT1,3.716577244011362e-05,0.019039890604766456,0.5883022108783162,0.7891955765990954,1.1012888548795025e-05,0.0005738337634532522,False
AL445488.1,,,,,,,False
INTS7,0.0005593151143038927,0.9046181886015259,0.5195037510168368,0.09433170646010965,0.692539959094312,0.9675543858739586,False
DTL,0.4430790534892276,0.16254267157003527,0.46163392687652527,0.3155151423589404,0.5755325266784592,0.11404192577250986,False
AL606468.1,,,,,,,False
AL451060.1,,,,,,,False
PPP2R5A,0.00022363312252315584,0.8971539951075846,0.2965520003408235,0.7681241315898475,0.0007305903279287864,0.005615598902212433,False
AL360091.3,,,,,,,False
TMEM206,0.9258760472827304,0.10327419187667895,0.9381967628457902,0.8239338270943414,0.8022953848040402,2.1639946965570026e-17,False
NENF,3.751991423903293e-16,0.8407850757455277,0.9125183256663147,0.7198727286172534,0.0015582254551262558,3.8352810109825325e-34,False
AC092803.1,,,,,,,False
LINC01740,,0.4862833271919158,0.15600595513966536,0.1420693447763025,0.3202508507392386,,False
AC092803.2,0.13079508117887928,0.2907899641345351,0.3970643408359009,0.8143954494253257,0.0042929250471395826,0.0018137575031330854,False
ATF3,0.8236509227854181,0.5488886860737183,0.3184089953117389,0.8215156894657203,0.23458102421563612,4.066600752364217e-05,False
AL590648.2,0.7054645435352158,0.042203271803930735,,,,,False
FAM71A,,,,,,,False
AL590648.3,0.19299640554468295,0.04220329323882637,,,,,False
BATF3,3.2877862814337193e-07,0.09960959930144463,0.02021111274504186,0.6572083812598258,0.5090693752417921,0.5934826343393986,False
NSL1,0.009485308275183499,0.7631003631970024,0.5313698261002768,0.6929335594031951,0.6953207188682853,0.0028836886123661154,False
TATDN3,1.1544049643183178e-05,0.2592347491510335,0.5687095439072423,0.36101650186187195,0.3048154234265165,0.1054942510876306,False
SPATA45,,0.6226699595406984,0.6053488023649988,,,0.32180426724937844,False
FLVCR1-DT,0.1552782806366668,0.5387788225971429,0.68432494853283,0.8657296551959436,0.12032377669911036,0.6271886650703344,False
FLVCR1,0.002280085974350246,0.753878004044671,0.806089809289551,0.955968927050637,0.0383852833000202,0.7352159370904463,False
AC104333.4,,,,,,,False
VASH2,0.7054645592623945,0.7816710311234152,0.37032702123978,0.3724730316864524,0.9909497298763298,0.5532393518928075,False
ANGEL2,0.0005357500938485164,0.06968688171496858,0.8141905025589153,0.6657438969017525,0.09887251131043452,0.040434517798580434,False
RPS6KC1,6.262315729086549e-05,0.29591805697307,0.05126189446056899,0.17868733853536053,0.0029797859609936813,0.16611478444373556,False
AL592402.1,,,,,,,False
AC096639.1,,,,,,,False
LINC00538,,,,,,,False
PROX1,0.04604318004896302,0.17681654112604592,0.12532063733833793,0.21939656078467645,0.21468744230226275,1.0661408216679249e-06,False
AC011700.1,,,,,,,False
AL606537.1,,,,,,,False
AL592287.1,,,,,,,False
SMYD2,4.70355067253452e-05,0.018431965039839213,0.002626320779774538,0.0020152104074072264,7.945633937706582e-25,0.0002510157512007396,False
PTPN14,0.003996264827369545,0.46015962112516395,0.715568944198156,0.9000115969121335,0.0019457040586881855,0.7358444207838364,False
CENPF,0.6396596773009136,0.3650889627909748,0.47364889685021905,0.6167966610255341,0.06000562139432077,0.014002611171709917,False
KCNK2,0.023281015788083337,0.28325161142225486,0.029178345823758688,0.34302444996715675,0.0400264203206175,0.1483769200717692,True
AL450990.1,,,,,,,False
KCTD3,1.8181722556887286e-05,0.061398544577199,0.5330581265186329,0.5086472984934616,0.6302666252845969,0.002749349362262266,False
USH2A,0.4430790534892276,0.32433615335827926,0.3006904635398485,0.5285655766459464,0.5569772658529442,0.15354399994650345,False
AL358452.1,,,,,,,False
AC093581.1,,,,,,,False
AC138024.1,,,,,,,False
ESRRG,0.04881367807835926,0.40053201310963404,0.18880213754647476,0.9052246495746248,0.005374462033597371,0.003592927069304336,False
GPATCH2,0.0012514617557122449,0.5429447689717757,0.16213765098767058,0.1845238765792426,0.012593846130535307,0.8577769876129298,False
SPATA17,0.11562658166830288,0.1979612792473274,0.7901086366951339,0.8781354387782345,0.9889067869082308,0.7224809907845718,False
SPATA17-AS1,,,,,,,False
LINC00210,,,,,,,False
AL355526.1,,,,,,,False
LINC01653,,,,,,,False
RRP15,0.0019956064450930362,0.48497207526101904,0.8178163681031394,0.6532362336498503,0.2997040472074127,0.7508796663037489,False
TGFB2-AS1,0.4430790736530349,0.4862833741267546,0.6031986991232956,0.8514453719971752,0.5702425141114322,0.31320796577299975,False
TGFB2,0.04452045536613712,0.3842011378643412,0.7067388244083732,0.9295289018436776,0.06651620049779726,0.2614146337971437,False
C1orf143,,,0.0530583229489642,0.11287734012723498,,,False
LINC01710,,,,,,,False
LYPLAL1-DT,,,,,,,False
LYPLAL1,0.0120142151832324,0.4611512840310079,0.7277090955143517,0.3505982892114261,0.03744741840954298,1.0297775176422226e-05,False
AL360093.1,,,,,,,False
AC096642.1,0.19299640554468295,0.5456782471516237,0.6031986730981346,0.8514453719971752,0.570242491124793,0.5740174967275408,False
AL513283.1,,,,,,0.321804284846573,False
AL356364.1,,,,,,,False
ZC3H11B,0.27753447462611636,0.39359024966622613,0.848012846778571,0.11287734012723498,,,False
SLC30A10,0.892910656943794,0.23595262590412433,0.9149681019262315,0.7276573680991676,0.9818117696731814,0.768688634669723,False
EPRS,6.895711316048425e-08,0.7387128313916574,0.32447708497963657,0.6676413023879292,0.008281706051272802,0.37042909621620734,False
BPNT1,0.05652792008949932,0.32383644621505614,0.2087599373321175,0.06837924487506088,0.9426733155303176,0.779902798233595,False
IARS2,2.1852867196811933e-09,0.6564714761185015,0.8887201398813,0.48091465594430305,0.03775489427643966,0.8936290989171065,False
