,L1_L2,L2_L3,L3_L4,L4_L5,L5_L6,L6_WM,is_man_gene
AC025171.5,0.29935249078555415,0.298141476170891,0.6389098972484948,,,,False
ANXA2R,0.14159879975259337,0.27518628467639494,0.20161900943607866,0.6126891045418343,0.16924422267381564,0.18920413212750728,False
AC025171.2,0.17320350012874025,0.38083971575447717,0.4159496820598798,,0.32422655566043324,0.8318004597386288,False
AC025171.4,0.9571058825490162,0.047984488185516525,,,,,False
ZNF131,0.006872351154580019,0.661640591064655,0.5944799814161557,0.9143354821528917,0.0001509562423597528,0.21666107544682592,False
NIM1K,8.52600376566492e-06,0.22890206718532247,0.0515651434124837,0.05094737217273475,0.011233732262243291,0.39032799092812653,False
AC114947.2,0.9254925558264324,0.16746154703447258,0.126494524367829,0.15339525090193848,0.03331645275965726,0.08447984262303351,False
HMGCS1,3.875935056041123e-15,0.02901793196291057,0.10226778923678195,0.4629750489152167,1.9130365344848894e-10,9.248761874968559e-13,False
CCL28,0.28060098847193005,0.5671581218387658,0.5831766477979823,0.3243240454201355,0.7629799442113958,0.05542761175641879,False
TMEM267,0.02070088600887372,0.3024640604526374,0.7169774360952259,0.15469222970906157,0.09733404737875756,0.37392021370865614,False
C5orf34,0.010436615424524872,0.36926970218334876,0.7456457485807264,0.7267420270101406,0.12385621994228996,0.5157394139870973,False
AC114956.2,,,,,0.32422657514256115,0.38945784330654953,False
AC114956.1,,,,,,,False
PAIP1,1.4633177886689534e-13,0.2282641830441451,0.20517348884687234,0.8163141292269048,0.001962851713361547,0.17640513414114314,False
NNT-AS1,1.0284645472757054e-06,0.13823207290591435,0.6178464622839173,0.7124183967985326,0.6010888293692409,0.8852282585294137,False
NNT,8.285509481362204e-06,0.3139451590379303,0.07915975232197553,0.32344650451662715,0.0007265706039058849,5.488468460470431e-06,False
AC104119.1,,,,,,,False
FGF10,,,,0.5695501881755332,0.3107492904200654,,False
FGF10-AS1,,0.6132070762764592,0.6389098972484948,,,,False
LINC02224,,0.4744785387910989,0.5067621307853205,0.3239709192365934,0.6320493742407607,0.2233124405780885,False
AC093292.1,,,,0.5695501881755332,0.3107492904200654,,False
MRPS30-DT,0.07250170887092158,0.7776545947695798,0.21168790108121305,0.18338337832461182,0.1381740174972307,0.10042669570778419,False
AC093297.1,,,,0.5695501730567416,0.3107492714729213,,False
MRPS30,8.631143101736956e-09,0.5322765508419658,0.14408613223057645,0.2691861670583855,0.005636028773225442,0.061424852134007106,False
AC093297.2,3.911454951716629e-05,0.46910098476732753,0.11674976883977001,0.22373478821466847,0.0017853221651430895,0.0020778502110602873,False
AC114954.1,,0.6132070762764592,0.6389098972484948,,,,False
HCN1,1.9053957508772436e-11,0.17532300992847263,0.2213352270338922,0.00962286440363323,0.0006186874683097478,7.189717678260914e-16,False
AC122694.1,,,,,,,False
EMB,0.8595270540979361,0.8922832394108613,0.10659550100934255,0.0976534476794255,0.006070412727005114,0.04219375852826361,False
AC112187.3,,,,0.5695501881755332,0.3107492904200654,,False
PARP8,0.005642995178106353,0.5801164517631621,0.9088741717720366,0.10477573242359046,0.005792157732203687,0.9360203951519066,False
AC022441.1,,,,,,,False
AC022441.2,,,,,,,False
AC008808.2,,,,,,,False
LINC02106,,,,,,,False
AC008808.1,,,,,,,False
AC010478.1,,,,,,,False
ISL1,,,,,,,False
AC091860.2,,,,,,,False
LINC02118,,,,,,,False
AC022126.1,,,,,,,False
ITGA1,0.12536430828224104,0.6732850717349679,0.9381111060904154,0.8417981068995566,0.7317389591343855,0.6896712633397,False
PELO,0.0030988030199290894,0.821594459274241,0.19409299036220182,0.14166320103171293,0.06321194386776537,0.5400259605790777,False
AC025180.1,,,,,,,False
ITGA2,0.29935249078555415,0.8180591217659557,0.41594966413593193,0.2544268375218373,0.05051373566928869,0.00013622064718502648,False
AC008966.2,0.5933626531666509,0.9213217934802671,0.7420875471827886,0.906642988762048,0.017858095179276424,0.2318129705867386,False
MOCS2,2.3752382279544053e-12,0.6291924563648326,0.11856373154292016,0.49082708969347366,1.1523959935934297e-06,0.0027009665469686405,False
AC008966.1,0.28060098463071054,0.21576304586901976,0.02255263612282435,0.07043625547230958,0.4298925531389052,0.4198327477254158,False
FST,,0.21458996135162575,0.23226493640496526,0.14467325224650132,0.30361854461391663,0.09000766234498668,False
NDUFS4,4.666459025779833e-13,0.39253143098843335,0.5962301999964478,0.04984130061741598,2.7001306290857437e-09,0.8813741151044414,False
LINC02105,,,,,,,False
AC025175.1,0.29935249078555415,0.3914972025736285,0.1741061768581667,0.20230292089637672,0.09486981399691442,0.38945784330654953,False
ARL15,0.001517440523122478,0.8730023710207004,0.9207329980181733,0.7669464417506845,0.008700469579404303,0.008873015343610036,False
LINC01033,,,,0.42092997991795644,0.15148214439714527,,False
HSPB3,7.265400245233388e-05,0.7547569877085291,0.5603730718334519,0.39213498385237844,0.00015832150471453867,0.09148633393177676,False
SNX18,0.17153642545281336,0.5254910455000424,0.6185067169889196,0.19370385150559452,0.4471843244146164,9.069825713426656e-07,False
AC112198.3,,,,,,,False
ESM1,0.29935249078555415,0.9835777751584996,0.34734799626416013,0.5695501881755332,0.3107492904200654,0.24562763537627955,False
GZMK,0.33618926240646474,0.6132070558446958,0.24030943080999412,0.0789050847132248,0.32422657514256115,0.39849774908336877,False
AC034238.3,,,,,,,False
AC034238.2,,,,,,,False
GZMA,0.29935249078555415,0.298141476170891,0.6389098972484948,0.42092997991795644,0.4332911867685072,0.6466678184901214,False
CDC20B,,,,,,,False
GPX8,0.14159879975259337,0.42975646080242214,0.3473480519251487,0.32397089390269207,0.5033625309844623,0.19855505538691737,False
MCIDAS,,,,,0.32422657514256115,0.38945784330654953,False
CCNO,0.0006370807863290906,0.25198505713695357,0.9106384138468329,0.003618839633894088,0.5160981844517942,0.8331127183229295,False
AC026704.1,,,,,,,False
DHX29,0.00017339718098268925,0.406826589791329,0.7297546667174172,0.8537512457477217,0.00347903467902678,0.006857205826381329,False
MTREX,0.0010218793270752612,0.32976435248252767,0.08253535949767254,0.0035259036937448363,0.015426685074115138,0.17170253043199502,False
PLPP1,1.842585817267434e-08,0.41046139282064953,0.025598510835167537,0.682194968511001,0.06531730380136776,1.0566602229504816e-10,False
SLC38A9,0.019436075489581293,0.05488915810647818,0.5305243547816736,0.6351766135508494,0.7413545191154336,0.2870946549977508,False
DDX4,,0.47447851333310176,0.5067621063023304,0.5695501881755332,0.5799707703420345,0.7461475854613956,False
IL31RA,,,,,,,False
IL6ST,3.356225603188934e-05,0.3779208438511086,0.8453570848158103,0.2351400662047579,0.0028052434589821156,0.22830026218624175,False
AC008914.1,,,,,,,False
AC008892.1,,,,,,,False
AC016596.1,0.29935249078555415,0.8180591269226729,0.20161900943607866,0.23429582444701647,0.1514821764746284,0.04403294352805222,False
ANKRD55,0.29935249078555415,0.2542380961145807,0.46806752237762117,0.09169942765934143,0.9685287558999831,0.9878300453930636,False
AC034245.1,,,,,,,False
LINC01948,,,,,,,False
C5orf67,,,,,,,False
AC008940.1,,,,,,,False
MAP3K1,0.041577830773079624,0.38645869944240074,0.7201129258757837,0.9601340516594388,0.6102621266474622,0.8424618180553478,False
AC008937.2,,,,,,,False
AC008937.1,,,,,,,False
SETD9,0.5933626484411476,0.617680713445548,0.18894238710817507,0.1558811898190162,0.6446922423108581,0.0026813395809999157,False
MIER3,0.1144828141357705,0.9473579796568732,0.6220292670619383,0.2731116627434413,0.006199845925756111,0.06374834694982959,False
AC008937.3,,,,0.5695501730567416,0.9842959925173929,0.8318004547925136,False
AC016644.1,,,,,,,False
GPBP1,3.0585838700203677e-09,0.7500507753289154,0.21148514172861843,0.5915059955930178,0.007637995206423877,0.6995681329618967,False
AC025470.2,,,,,,,False
ACTBL2,,,,,,,False
AC008780.1,0.04306008065834082,0.2950635913471023,0.5764058457216512,0.08873379848919301,0.06325173723303246,0.03450999259390096,False
AC008780.2,4.466261024102056e-08,0.21218996246355784,0.01314332678733945,0.5050832102126528,0.003565150476530527,0.00029923007626423076,False
AC106822.1,,,,,,,False
LINC02225,,,,,,,False
LINC02101,,,,,,,False
PLK2,5.794612127912954e-16,0.7427626116338633,0.7996459367981252,0.2885134615438663,3.244199274136441e-06,7.107228704574871e-09,False
GAPT,,,0.03311934558239565,0.0789050847132248,0.08738857642214913,0.7125037963827574,False
LINC02108,,,,,,,False
RAB3C,3.8234775875487045e-18,0.7267199361945198,0.022025884859041313,0.014244727063115034,7.6674740957056e-23,3.1403617427445667e-18,False
AC016642.1,,,,,,,False
AC008852.1,,,,,,,False
PDE4D,1.192182484798249e-09,0.9383898219939326,0.19140482575734652,0.6677974428052075,0.16982350400296353,3.1902526182844434e-05,False
AC092343.1,,,,,,,False
AC034234.1,,,,,,,False
PART1,8.89341841094572e-09,0.41294602061569385,0.5355186557804626,0.5439077307217073,7.5545382980940605e-06,3.344235468488421e-06,False
DEPDC1B,,0.25746849121901705,0.9291368801930504,0.8160133303270101,0.16924422611877524,0.38945784330654953,False
ELOVL7,0.1675559726541257,0.21562453469077125,0.014031809699966064,0.05213448345080962,0.41500963376961786,0.5895428459240946,False
AC104113.1,0.33618926240646474,0.21458996135162575,0.24931580669286177,,0.32422657514256115,0.8318004606032329,False
ERCC8,0.298153261846752,0.7572178728000007,0.5996190405645963,0.36808677382675237,0.08670608497655317,0.9669089573231516,False
AC022445.1,,,,,,,False
NDUFAF2,1.0962522339534851e-06,0.3437239855621863,0.8593814537848019,0.08646399675325112,6.774745641381425e-05,0.4794524851066617,False
SMIM15,5.287344530470718e-05,0.6426951682639742,0.3409600754765689,0.09711086581133628,0.08522318635869855,0.01242143916673977,False
SMIM15-AS1,,,,,,,False
LINC02057,,,,,,,False
ZSWIM6,8.275468275986393e-05,0.27566476000702217,0.3322977851303226,0.02245134175291424,0.11042056794526309,5.19334695482523e-05,False
AC026746.1,,,,,,,False
C5orf64-AS1,,,,,,,False
AC026434.1,,,,,,,False
KIF2A,0.0001928413688301645,0.9006787980527213,0.08647805477347528,0.4107219789501102,0.0009684479526859626,0.04293629079949831,False
DIMT1,0.00029612168070132256,0.21397814697287096,0.30969598271717447,0.8987793878738857,0.3257354119314153,0.03200211498894166,False
IPO11,0.006872351154580019,0.30205593068507486,0.16191067317884913,0.06021956070879855,0.14478701076258818,0.4727966682945973,False
LRRC70,,,,,,,False
HTR1A,,,,0.5695501730567416,0.3107492714729213,,False
RNF180,0.03523223335834471,0.8382085002653988,0.18697767830752005,0.1774120756546506,0.05800962968541677,0.7221740611043994,False
RGS7BP,0.0007320313817352003,0.14306818080073105,0.26449828590967717,0.35801553191628255,0.23019979450111094,0.10659926187003603,False
SHISAL2B,,,,,,,False
SREK1IP1,2.133331028316542e-06,0.0024860973776695576,0.16668069566066407,0.38203870784526195,0.2133744169589827,0.3912141222626784,False
CWC27,0.03231934780228136,0.3940230937726924,0.23576747934746314,0.44928546098658184,0.018876576918648236,0.9356455983995691,False
AC092354.2,0.03708273548204576,0.7449407436853323,0.28583044275599045,0.40096762465687297,0.9842959928249394,0.39849774274183336,False
AC092354.1,0.2993525192231709,0.9835777761104504,0.34734802409465615,0.5695501881755332,0.3305731866732766,0.47689265944879733,False
ADAMTS6,,0.6132070762764592,0.24030944436080798,0.40096762465687297,0.5799707703420345,0.2233124405780885,False
AC025176.1,,,,,,,False
CENPK,0.2993525192231709,0.9835777745934707,0.3300436193157492,0.08873379430884747,0.18943188945594525,0.26341603447258993,False
PPWD1,0.006059497166380031,0.7300683569418016,0.5584185741054803,0.2507205526827853,0.8161775683494786,0.33017066922271754,False
TRIM23,1.2714878708363176e-10,0.4989061063595158,0.07112456215999095,0.20915885685103258,9.906879591033442e-06,0.13226054043729715,False
TRAPPC13,5.162870600533321e-06,0.5780752595170997,0.01929477209433923,0.27227520901133,0.03483313630156777,0.631498301904857,False
SHLD3,0.010436606234811654,0.5269311341383169,0.4351733104949683,0.9719326194563254,0.6279901544850011,0.5157394026142206,False
SGTB,1.2101923578492293e-13,0.1273748516307331,0.9143748636223836,0.02729432834975453,1.476576843358912e-07,3.6706698621629996e-07,False
NLN,0.0017539147540228987,0.5198767772944213,0.18644752469123482,0.6795068910253352,0.03848135580862202,0.5610392161182587,False
AC010359.1,0.14159882325231235,0.046262307925646694,0.6389098972484948,0.32397089390269207,0.7325447821605826,0.6466678362383603,False
ERBIN,0.00027137788213078725,0.5737673715856422,0.06015837036217711,0.22628747498928228,0.604229448298103,6.580468339545594e-17,False
SREK1,4.6195162137272786e-05,0.21071226873481594,0.008378781724370619,0.09536314962154854,0.12686468698630632,0.31242940248671813,False
AC025442.1,,,,,,,False
LINC02065,,,,,,,False
AC113378.1,,,,,,,False
LINC02229,,,,,,,False
MAST4,0.005520724137636448,0.025209963483708443,0.05230381360699141,0.8283236562967025,0.00046579365692289747,0.06132573310498692,False
MAST4-AS1,,,,0.5695501881755332,0.3107492904200654,0.10036314719681325,False
CD180,0.29935249078555415,0.04798447505224286,,,,0.044032951968366964,False
AC010420.1,,,,,,,False
AC112206.2,,0.47447851333310176,0.09642331195336253,0.012830217522203565,,,False
LINC02242,0.17320351381572185,,,0.42092999813452237,0.15148216043588722,,False
AC106798.1,,,,,,,False
AC024581.1,,,,,,,False
LINC02219,0.3361892777504216,,,,,,False
PIK3R1,3.859110231124701e-22,0.6697520221275798,0.13773269567777563,0.3353658581684844,8.225461520580289e-08,1.7888124805827124e-13,False
AC024579.1,,,,,,,False
AC010280.2,,,,,,,False
AC010280.3,,,,,,,False
AC010280.1,,,,,,,False
AC093523.1,,,,,,,False
AC093248.1,,,,,,,False
LINC02198,,,,,,,False
AC010273.2,,,,,,,False
SLC30A5,0.00047999050863203386,0.4730391727350355,0.3430861889313237,0.774884441003241,0.05005523638354115,0.5798840850655342,False
AC010273.1,0.29935249078555415,0.04798447505224286,,,,0.24562760719540727,False
CCNB1,0.3692484202288857,0.1219368706005542,0.8979696771007278,0.7437675235034683,0.10867668709486661,0.2016707437810619,False
CENPH,0.05936658578620993,0.005804807372679523,0.3837421633877949,0.9601340526841005,0.07744020787599513,0.6336966730611391,False
MRPS36,1.4236078656978273e-09,0.17440154875988212,0.030393706094506992,0.3525453176985418,2.164961501876829e-07,0.4025008201708501,False
CDK7,0.00046577837617415294,0.7233499270191102,0.25251156793773255,0.48066623774149475,7.4508002385617e-05,0.5577549199591931,False
CCDC125,0.059366596001490794,0.0007746074436374228,0.16721460953321451,0.7267420181807893,0.1238561988283764,0.21066117575681603,False
AK6,2.7032956461667915e-05,0.06220654072040948,0.008485118302298996,0.3119647510538949,0.03269579141853964,0.14632731015124206,False
TAF9,7.023245364072846e-09,0.3471658515379711,0.4978878873479502,0.5219249988650583,1.8827714527390547e-05,8.704422598572005e-06,False
RAD17,1.5255568437177878e-05,0.4644820833320802,0.12569000936033972,0.20034729101685564,0.10589497975495107,0.496744950551423,False
MARVELD2,0.1415987762528735,0.890000266824736,0.7449022963899995,0.012830217522203565,0.32422655566043324,0.18920413212750728,False
AC145146.1,,,,,,,False
OCLN,0.7778380095480668,0.4226507837578427,0.3286501963219475,0.5310816092773074,0.14890425230371204,0.11909920466529907,False
GTF2H2C,,0.47447851333310176,0.5067621063023304,0.3239709192365934,0.07880734563415835,0.2456275790145322,False
SERF1B,,0.6132070558446958,0.6389098779445004,,,0.24562762128584384,False
SMN2,0.14159882325231235,0.7445311105438677,0.7947432540189258,0.9801961176264322,0.9727634161175286,0.7125037908969911,False
AC140134.2,,,,,,,False
AC146944.4,0.28060099231314933,0.6000516697886931,0.8840535049272799,0.6126890952114261,0.16924421271783227,0.020592994788197184,False
SERF1A,0.33618926240646474,0.31135492217930216,0.9101855155758387,0.0789050847132248,0.32422657514256115,0.8318004606032329,False
SMN1,0.04503597680722491,0.36926972164235283,0.5210026583765552,0.8750699840418908,0.9582833151743992,0.4198327231394291,False
AC139834.1,,,,,,,False
NAIP,0.0032999751313096543,0.0670976571163927,0.1377798231806749,0.10900742583782506,0.9784905656158596,0.16474338309646097,False
GTF2H2,0.6304918540318424,0.37392831596667386,0.05687735904323098,0.15674823583839115,0.48965322159852953,0.6259229098769221,False
LINC02197,,,,,,,False
AC145141.2,,,,,,,False
AC145141.1,,,,,,,False
BDP1,0.000615895944229168,0.2557068556029188,0.2960448887029693,0.894755049707914,0.6374353037096692,0.18222904280397378,False
MCCC2,0.6829375165638828,0.09606868978313217,0.1690678529260748,0.9627170543551622,0.13854287686039252,0.08721087066213087,False
CARTPT,1.9894283233753095e-08,0.32596666857538814,2.295918981805571e-06,0.0320170075852412,0.0066625559422635395,0.0651679901571101,True
MAP1B,9.928631508181974e-38,3.06787500741449e-13,0.28355738359054905,0.10113716581790527,1.6221537430767469e-37,2.8917362344716256e-34,False
MRPS27,1.0264093407322286e-08,0.6917453358744945,0.4182033395454007,0.7015974372226205,0.0010872887693370466,0.006776585224255623,False
PTCD2,0.003299974770809235,0.8921864125534384,0.14183133415380247,0.2740852921462287,0.049385097571298,0.4419040142478128,False
ZNF366,,,,,,,False
LINC02056,0.29935249078555415,0.298141476170891,0.6389098972484948,,,,False
AC063979.2,,,,,,,False
AC035140.1,,0.6132070967082195,0.6389099165524856,,,,False
TNPO1,7.599745348274491e-06,0.033466713971154416,0.49558422204742814,0.6911369704016073,0.934513343210001,0.6596274914549469,False
AC008972.1,,0.6132070762764592,0.24030944436080798,0.4009676154215521,0.9842959928336349,0.38945784330654953,False
AC008972.2,,,,,,,False
FCHO2,0.008424005615754555,0.02756166404255039,0.21135826730669918,0.7623846035169319,0.8116134801637902,0.12906683877057973,False
TMEM171,0.14159879975259337,0.5893653380387199,0.9291368774698063,0.429564078919068,0.15782666321652872,0.01612112908039542,False
AC116345.3,,,,,,,False
TMEM174,,,,,,,False
AC116345.1,,,,,,,False
LINC02230,,,,,,,False
FOXD1,0.28060098847193005,0.5684063455395095,0.8729890202997566,0.7414071567850774,0.5557337346887019,0.3135844720615524,False
FOXD1-AS1,,,,,,,False
LINC01385,,,,,,,False
LINC01386,,,,,,,False
AC099522.2,0.6304918540318424,0.3497517146191341,0.9916811000267378,0.9719326205636869,0.8195936440751062,0.26570101806858415,False
BTF3,1.0192407821151462e-13,0.7755606759926923,0.5291876865667546,0.043840218297072894,8.392662094407339e-09,2.2904982161437584e-05,False
ANKRA2,0.05936658302970548,0.1024991833630627,0.6791106919956096,0.9971771758290153,0.4277368602385798,0.3157349741793493,False
UTP15,0.26163438225686353,0.270148605653371,0.9063161196662122,0.9464812030052547,0.7103171021822985,0.3051222147741289,False
ARHGEF28,0.041577828129930966,0.47369585212364196,0.10324179559759143,0.6388101288088468,0.9365439234140263,0.23491418133892758,False
AC091868.2,,,,,,,False
AC093283.1,,,,,,,False
LINC02122,,,,,,,False
LINC01335,,,,,,,False
AC106732.1,,,,,,,False
LINC01333,,,,,,,False
LINC01332,,,,,0.32422657514256115,0.38945784330654953,False
LINC01331,0.9392518755434026,0.8900002753239593,0.2131714637409214,0.5695501881755332,0.3107492904200654,,False
ENC1,2.3274649618492612e-55,0.12439819690869083,2.5846075946220685e-24,0.6656192014676138,5.157471983474637e-16,1.841774898976467e-63,False
HEXB,7.883726728045764e-05,0.0740000352904517,0.20243191946423983,0.923754940839211,0.019011925485790775,0.20446673745869534,False
GFM2,0.021172313546432564,0.39573660310475434,0.026436878025190194,0.03947994941437381,0.008789204668559002,0.3773749037497133,False
NSA2,1.7392406077800047e-09,0.15759133633941788,0.1642964030906961,0.5475560261406535,0.030173344091080852,0.7487752948569926,False
FAM169A,1.0211628979016804e-07,0.7467384336883036,0.8126144218415363,0.09035049972525742,0.45881684925018307,1.4078831372862377e-06,False
AC010501.1,0.07140946094227549,0.6893431753860458,0.5304353538180818,0.25632843482787543,0.7700526896100047,0.6336966704073583,False
AC116337.3,,0.47447848787510094,0.5067620818193368,,0.32422657514256115,0.38945784330654953,False
GCNT4,0.0001536845095564276,0.9814148811381971,0.12254409805697909,0.34255579243591483,0.11531791701629016,0.01576801633220155,False
LINC01336,,,,,,,False
ANKRD31,,0.38083973406419347,0.41594969998382625,0.32397089390269207,0.7632508989614909,0.15951898396234057,False
AC008897.2,,,,,,,False
HMGCR,7.45658486326108e-19,0.3545193927541581,0.040070473456096434,0.576961689460202,4.179935635933742e-06,1.9100806222388365e-11,False
COL4A3BP,5.778367598770857e-06,0.37636519067663543,0.1945865381766455,0.3040074419305619,1.408660388233726e-08,0.3954812255080151,False
AC008897.3,0.1519952492119978,0.9669616908927658,0.8203989050688251,0.356277290707264,0.3401187828569816,0.6466678362383603,False
POLK,0.00047875917932542695,0.05395062837739876,0.7994083787750166,0.6925883649484843,0.41525889194710186,0.03998905151773244,False
AC010245.1,,,,,,,False
AC010245.2,0.9571058812870571,0.8180591269226729,0.7181220968977294,0.4009676154215521,0.3305731819288117,0.7125037908969911,False
ANKDD1B,0.29935249078555415,0.3567194547623018,0.41594966413593193,0.5695501881755332,0.9842959928249394,0.389457824213828,False
POC5,0.21436798228904455,0.49989787680879894,0.7168058526346854,0.9553310013779064,0.21066058341460758,0.05561032671325628,False
AC026774.1,,,,,,,False
SV2C,0.9862564896291679,0.07458494716726013,0.001456306846424959,2.1680329541102726e-07,0.011503770450798118,0.25186811921792285,True
AC113404.1,,,,,,,False
IQGAP2,0.07140944976624632,0.2278154606992201,0.9291368801930504,0.429564078919068,0.1891532389484383,0.9072855958397359,False
AC026725.1,,,,,,,False
F2RL2,,0.47447848787510094,0.5067620818193368,0.5695501881755332,0.5799707703420345,0.7637028546871912,False
AC025188.1,,,,,,,False
F2R,0.9138425118318844,0.8794696320928643,0.1649192292899427,0.34943074143510966,0.9553728620636355,0.5691433548530929,False
F2RL1,,0.47447851333310176,0.5067621063023304,0.3239709192365934,0.6320493797424089,0.4300868187853074,False
S100Z,,,,,,,False
CRHBP,0.005170557076532113,0.9253331121701222,0.06163748921925385,0.07265211772363625,0.7634451663170418,0.29594108846188827,False
AGGF1,0.000554434722049871,0.45759994558451333,0.8166236475946813,0.4853041657217092,0.03267843536335284,0.09760857444039384,False
AC008581.2,,,,,,,False
ZBED3,0.047303719372899865,0.40995025588655676,0.7578808728174085,0.6894872953040723,0.10203301952183885,8.805812697498173e-08,False
AC008581.1,,,,,,,False
ZBED3-AS1,0.27114391212264227,0.04668720119595955,0.5304353732390341,0.68271299040748,0.5300909917577299,3.3730342645885044e-05,False
AC022414.1,,,,,,,False
PDE8B,5.2922794476133245e-11,1.1944298367861051e-07,0.48848746084274985,0.030911119933139417,0.1921026472911714,0.25060300602033986,False
WDR41,3.2443235482016018e-06,0.7807975489219845,0.006722734737847294,0.09402722626190221,0.02867477835369152,0.08971479034933855,False
OTP,,,,,,,False
TBCA,1.8809932010758703e-14,0.45993343134650533,0.12154322277298549,0.6364747220295638,8.213385580330108e-06,0.5873229890185189,False
AC108482.1,,,,,,,False
AP3B1,0.028745918708411478,0.28442003799865206,0.5342318615853561,0.46460514204474657,0.08187646051977576,0.2870854979240391,False
SCAMP1-AS1,0.12536430004535767,0.8160172880427135,0.7948315262482818,0.15256021960338467,0.4276531204059476,0.10474782736448868,False
SCAMP1,7.558875857368585e-11,0.5198734646996084,0.1133327773341888,0.047930651400855166,1.795639627107085e-07,0.020534639586184286,False
LHFPL2,0.298153261846752,0.4618951727343745,0.9134701146315469,0.6081800124094234,0.6775909819086436,0.5918564379333249,False
ARSB,8.515568018961298e-06,0.003653971397475488,0.3367448603808789,0.3604298809693304,0.16094979002088425,0.46038379746291946,False
DMGDH,0.29935249078555415,0.8215309377619707,0.1518336705986398,0.1446732628050162,0.3036185635910682,0.8318004606032329,False
BHMT2,0.14159879975259337,0.04626229515425579,0.6389098779445004,,,0.04403294352805222,False
BHMT,,0.6132070762764592,0.6389098972484948,0.012120021511251805,0.0004482645573637789,0.13561914630078928,False
JMY,0.0037065202993795715,0.5878689768648337,0.7976930965267297,0.5694661682547011,0.0002627675474535866,0.35266549108427336,False
HOMER1,9.718254854772006e-13,0.5616194024546246,0.15441402701335075,0.01677059499127126,0.3944132903091223,4.605474484079771e-12,False
TENT2,0.001155909821893339,0.9820865760575852,0.6958699024964139,0.5626530911254061,0.6103294446241201,0.051935221388641394,False
CMYA5,0.002735075579773929,0.35248036695241824,0.6476925247312373,0.805763608345694,0.10573228986364173,0.21785842721493995,False
AC008496.2,,,,,,,False
LINC01455,,,,,,,False
MTX3,3.2741492314942276e-05,0.6775294636587665,0.6021442082850912,0.5371380435504957,0.034212774278997916,0.23000203396168162,False
THBS4,0.14845807488943347,0.8148122490102524,0.9071499272501118,0.22119969882758778,0.4096346819294069,0.5347459738465994,False
AC012636.1,,,,0.5695501881755332,0.3107492904200654,,False
SERINC5,0.003974182196378818,0.7797550077638721,0.5042228257955435,0.7468298340681726,0.3371697440464806,4.6383606532349674e-11,False
AC010260.1,,,,,,,False
SPZ1,,,,,,,False
ZFYVE16,0.020661052348191433,0.8134701240055335,0.8899182526040098,0.7929238847297783,0.7304070744032396,1.061758542572899e-12,False
AC008771.1,0.0013199490284952439,0.054953840363717955,0.3333893248731715,0.1525602474682639,0.3474901499960181,0.05713615811129363,False
FAM151B,0.29935249078555415,0.9835777759169895,0.018456239053790024,0.01581246304169299,0.4332912175732033,0.30673914414853937,False
ANKRD34B,,0.38083971575447717,0.4159496820598798,0.42092997991795644,0.5473950949829259,0.8318004630762904,False
LINC01337,,,,,0.32422657514256115,0.38945784330654953,False
DHFR,0.05089820329958131,0.34669993363000273,0.517148506598813,0.6158710066808244,0.031272603062103506,0.0005968358607940461,False
AC008434.1,,,,,,,False
MSH3,0.007354437889761267,0.9278690191873222,0.43375646804365076,0.18952230020908759,0.07894197889027375,0.9236896913587405,False
RASGRF2-AS1,0.0021978950584155767,0.19439767613003087,0.7062526051509115,0.2050910899428727,0.8993720072707846,0.45633043215675184,False
RASGRF2,6.212660727199635e-19,0.0001368639916661853,3.7328676165353185e-08,0.012786650604685626,0.9802857835427696,0.5990344612205328,True
AC026427.1,,,,,,,False
CKMT2-AS1,0.519504964258029,0.9767300430541267,0.8729890144574641,0.9719326183489638,0.6279901387360025,0.13015171733001252,False
CKMT2,0.0026288529037977806,0.007769878961901,0.41380956246164846,0.9719326205636869,0.8195936440751062,0.4198327119600096,False
ZCCHC9,0.4094800074978814,0.8317524216435339,0.5651038477067855,0.9666287955254171,0.5715388052919996,0.9864838474614428,False
ACOT12,,,0.03311934558239565,0.0789050847132248,0.32422657514256115,0.38945784330654953,False
SSBP2,5.968946752310495e-13,0.5581248130546187,0.6396816697679399,0.8533715462633631,9.753519107456304e-05,0.06728323185357382,False
AC026726.1,0.6182631832430905,0.5461160806728498,0.11353876094694382,0.3239709192365934,0.7325447879394347,0.02806857071406856,False
ATG10,0.01205805528001687,0.43506088255728137,0.11132594331610338,0.3301058664076989,0.013477574734092921,0.23491418133892758,False
ATG10-AS1,,,,,,,False
RPS23,2.0304371147192844e-33,0.3933862128938129,0.0741061109103998,0.6164528690152118,6.544591318634069e-11,7.1358014743184825e-28,False
ATP6AP1L,0.013446602077405737,0.6168031210797782,0.5936937917177744,0.25101193891876616,0.6279901544850011,0.9827392556150449,False
AC026782.1,,,,,,,False
AC026782.2,,,,,,,False
AC008885.2,,,,,,,False
LINC01338,,0.6132070762764592,0.6389098972484948,,0.32422657514256115,0.39849774908336877,False
AC108174.1,,0.6132070967082195,0.24030945791162103,0.0789050847132248,,,False
AC027338.2,,,,,,,False
AC027338.1,,,,,,,False
AC104118.1,,0.6132070967082195,0.6389099165524856,,0.16304424920660282,0.7461475805791687,False
TMEM167A,3.5000189620871414e-06,0.2475760452121287,0.8150915550439664,0.6643383044706795,0.0007963457660231447,0.1544867744599762,False
XRCC4,0.1036489043314715,0.575036793528988,0.7749578067473215,0.2682549761970451,0.6262908003544201,0.3555508122021154,False
